,Filings,URLs,Filing Date
45,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000059/0001326801-14-000059-index.htm,2014-10-29
46,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000055/0001326801-14-000055-index.htm,2014-10-29
47,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000047/0001326801-14-000047-index.htm,2014-10-28
48,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000044/0001326801-14-000044-index.htm,2014-10-28
49,D,https://www.sec.gov/Archives/edgar/data/1326801/000116840414000008/0001168404-14-000008-index.htm,2014-10-20
50,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000037/0001326801-14-000037-index.htm,2014-10-06
51,S-8,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000035/0001326801-14-000035-index.htm,2014-10-06
52,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000032/0001326801-14-000032-index.htm,2014-07-24
53,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000029/0001326801-14-000029-index.htm,2014-07-23
54,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000025/0001326801-14-000025-index.htm,2014-05-23
55,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000023/0001326801-14-000023-index.htm,2014-04-25
56,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000020/0001326801-14-000020-index.htm,2014-04-23
57,PX14A6G,https://www.sec.gov/Archives/edgar/data/1326801/000121465914002682/0001214659-14-002682-index.htm,2014-04-08
58,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000018/0001326801-14-000018-index.htm,2014-03-31
59,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000016/0001326801-14-000016-index.htm,2014-03-31
60,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000012/0001326801-14-000012-index.htm,2014-03-26
61,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000010/0001326801-14-000010-index.htm,2014-02-19
62,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000031506614002093/0000315066-14-002093-index.htm,2014-02-14
63,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312514040883/0001193125-14-040883-index.htm,2014-02-07
64,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312514039819/0001193125-14-039819-index.htm,2014-02-07
65,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000007/0001326801-14-000007-index.htm,2014-01-31
66,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000003/0001326801-14-000003-index.htm,2014-01-29
67,424B5,https://www.sec.gov/Archives/edgar/data/1326801/000119312513482951/0001193125-13-482951-index.htm,2013-12-23
68,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513482943/0001193125-13-482943-index.htm,2013-12-23
69,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326801/000119312513478298/0001193125-13-478298-index.htm,2013-12-19
70,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000031/0001326801-13-000031-index.htm,2013-11-01
71,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000029/0001326801-13-000029-index.htm,2013-10-30
72,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000025/0001326801-13-000025-index.htm,2013-10-16
73,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000022/0001326801-13-000022-index.htm,2013-08-15
74,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999713012496/9999999997-13-012496-index.htm,2013-08-08
75,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000019/0001326801-13-000019-index.htm,2013-07-25
76,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000016/0001326801-13-000016-index.htm,2013-07-24
77,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000013/0001326801-13-000013-index.htm,2013-06-13
78,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000013027901/0000000000-13-027901-index.htm,2013-05-21
79,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000011/0001326801-13-000011-index.htm,2013-05-02
80,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513192397/0001193125-13-192397-index.htm,2013-05-01
81,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312513188632/0001193125-13-188632-index.htm,2013-04-30
82,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513178118/0001193125-13-178118-index.htm,2013-04-26
83,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513178090/0001193125-13-178090-index.htm,2013-04-26
84,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513177980/0001193125-13-177980-index.htm,2013-04-26
85,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000013022777/0000000000-13-022777-index.htm,2013-04-26
86,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000008/0001326801-13-000008-index.htm,2013-04-03
87,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513095499/0001193125-13-095499-index.htm,2013-03-07
88,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000006/0001326801-13-000006-index.htm,2013-03-06
89,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000031506613002447/0000315066-13-002447-index.htm,2013-02-14
90,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312513059209/0001193125-13-059209-index.htm,2013-02-14
91,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312513055365/0001193125-13-055365-index.htm,2013-02-13
92,S-8,https://www.sec.gov/Archives/edgar/data/1326801/000119312513034740/0001193125-13-034740-index.htm,2013-02-01
93,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999713000618/9999999997-13-000618-index.htm,2013-02-01
94,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000003/0001326801-13-000003-index.htm,2013-02-01
95,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513029993/0001193125-13-029993-index.htm,2013-01-30
96,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512485803/0001193125-12-485803-index.htm,2012-11-29
97,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512439795/0001193125-12-439795-index.htm,2012-10-29
98,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680112000006/0001326801-12-000006-index.htm,2012-10-24
99,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512431558/0001193125-12-431558-index.htm,2012-10-23
100,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000067/0001326801-16-000067-index.htm,2016-04-28
101,10-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000063/0001326801-16-000063-index.htm,2016-04-27
102,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000060/0001326801-16-000060-index.htm,2016-04-27
103,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000061/0001326801-16-000061-index.htm,2016-04-27
104,PRE 14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000053/0001326801-16-000053-index.htm,2016-04-27
105,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000016073605/0000000000-16-073605-index.htm,2016-04-25
106,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312516462685/0001193125-16-462685-index.htm,2016-02-12
107,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000031506616005128/0000315066-16-005128-index.htm,2016-02-12
108,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000093247116010854/0000932471-16-010854-index.htm,2016-02-10
109,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000043/0001326801-16-000043-index.htm,2016-01-28
110,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000038/0001326801-16-000038-index.htm,2016-01-27
111,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000021545716002768/0000215457-16-002768-index.htm,2016-01-26
112,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000035/0001326801-15-000035-index.htm,2015-12-01
113,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000032/0001326801-15-000032-index.htm,2015-11-05
114,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000030/0001326801-15-000030-index.htm,2015-11-04
115,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000015050854/0000000000-15-050854-index.htm,2015-10-21
116,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312515348420/0001193125-15-348420-index.htm,2015-10-20
117,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312515312079/0001193125-15-312079-index.htm,2015-09-03
118,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000015042537/0000000000-15-042537-index.htm,2015-08-21
119,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000028/0001326801-15-000028-index.htm,2015-07-31
120,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000026/0001326801-15-000026-index.htm,2015-07-29
121,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312515251045/0001193125-15-251045-index.htm,2015-07-13
122,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000015034286/0000000000-15-034286-index.htm,2015-06-30
123,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000023/0001326801-15-000023-index.htm,2015-06-15
124,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312515188257/0001193125-15-188257-index.htm,2015-05-14
125,PX14A6G,https://www.sec.gov/Archives/edgar/data/1326801/000121465915003575/0001214659-15-003575-index.htm,2015-05-04
126,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000015024247/0000000000-15-024247-index.htm,2015-05-01
127,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000020/0001326801-15-000020-index.htm,2015-04-24
128,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000019/0001326801-15-000019-index.htm,2015-04-24
129,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000015/0001326801-15-000015-index.htm,2015-04-23
130,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000012/0001326801-15-000012-index.htm,2015-04-22
131,10-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000010/0001326801-15-000010-index.htm,2015-02-13
132,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312515049853/0001193125-15-049853-index.htm,2015-02-13
133,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000031506615001915/0000315066-15-001915-index.htm,2015-02-13
134,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000093247115005171/0000932471-15-005171-index.htm,2015-02-11
135,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000119312515032540/0001193125-15-032540-index.htm,2015-02-04
136,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000108636415001866/0001086364-15-001866-index.htm,2015-02-03
137,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000006/0001326801-15-000006-index.htm,2015-01-29
138,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000003/0001326801-15-000003-index.htm,2015-01-28
139,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000119312514414071/0001193125-14-414071-index.htm,2014-11-17
140,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000119312514407415/0001193125-14-407415-index.htm,2014-11-12
141,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000119312514399551/0001193125-14-399551-index.htm,2014-11-06
142,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000119312514388215/0001193125-14-388215-index.htm,2014-10-30
143,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000068/0001326801-14-000068-index.htm,2014-10-30
144,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000064/0001326801-14-000064-index.htm,2014-10-29
145,424B7,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000059/0001326801-14-000059-index.htm,2014-10-29
146,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000055/0001326801-14-000055-index.htm,2014-10-29
147,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000047/0001326801-14-000047-index.htm,2014-10-28
148,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000044/0001326801-14-000044-index.htm,2014-10-28
149,D,https://www.sec.gov/Archives/edgar/data/1326801/000116840414000008/0001168404-14-000008-index.htm,2014-10-20
150,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000037/0001326801-14-000037-index.htm,2014-10-06
151,S-8,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000035/0001326801-14-000035-index.htm,2014-10-06
152,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000032/0001326801-14-000032-index.htm,2014-07-24
153,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000029/0001326801-14-000029-index.htm,2014-07-23
154,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000025/0001326801-14-000025-index.htm,2014-05-23
155,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000023/0001326801-14-000023-index.htm,2014-04-25
156,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000020/0001326801-14-000020-index.htm,2014-04-23
157,PX14A6G,https://www.sec.gov/Archives/edgar/data/1326801/000121465914002682/0001214659-14-002682-index.htm,2014-04-08
158,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000018/0001326801-14-000018-index.htm,2014-03-31
159,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000016/0001326801-14-000016-index.htm,2014-03-31
160,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000012/0001326801-14-000012-index.htm,2014-03-26
161,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000010/0001326801-14-000010-index.htm,2014-02-19
162,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000031506614002093/0000315066-14-002093-index.htm,2014-02-14
163,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312514040883/0001193125-14-040883-index.htm,2014-02-07
164,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312514039819/0001193125-14-039819-index.htm,2014-02-07
165,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000007/0001326801-14-000007-index.htm,2014-01-31
166,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000003/0001326801-14-000003-index.htm,2014-01-29
167,424B5,https://www.sec.gov/Archives/edgar/data/1326801/000119312513482951/0001193125-13-482951-index.htm,2013-12-23
168,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513482943/0001193125-13-482943-index.htm,2013-12-23
169,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326801/000119312513478298/0001193125-13-478298-index.htm,2013-12-19
170,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000031/0001326801-13-000031-index.htm,2013-11-01
171,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000029/0001326801-13-000029-index.htm,2013-10-30
172,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000025/0001326801-13-000025-index.htm,2013-10-16
173,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000022/0001326801-13-000022-index.htm,2013-08-15
174,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999713012496/9999999997-13-012496-index.htm,2013-08-08
175,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000019/0001326801-13-000019-index.htm,2013-07-25
176,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000016/0001326801-13-000016-index.htm,2013-07-24
177,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000013/0001326801-13-000013-index.htm,2013-06-13
178,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000013027901/0000000000-13-027901-index.htm,2013-05-21
179,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000011/0001326801-13-000011-index.htm,2013-05-02
180,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513192397/0001193125-13-192397-index.htm,2013-05-01
181,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312513188632/0001193125-13-188632-index.htm,2013-04-30
182,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513178118/0001193125-13-178118-index.htm,2013-04-26
183,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513178090/0001193125-13-178090-index.htm,2013-04-26
184,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513177980/0001193125-13-177980-index.htm,2013-04-26
185,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000013022777/0000000000-13-022777-index.htm,2013-04-26
186,8-K/A,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000008/0001326801-13-000008-index.htm,2013-04-03
187,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312513095499/0001193125-13-095499-index.htm,2013-03-07
188,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000006/0001326801-13-000006-index.htm,2013-03-06
189,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000031506613002447/0000315066-13-002447-index.htm,2013-02-14
190,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312513059209/0001193125-13-059209-index.htm,2013-02-14
191,SC 13G,https://www.sec.gov/Archives/edgar/data/1326801/000119312513055365/0001193125-13-055365-index.htm,2013-02-13
192,S-8,https://www.sec.gov/Archives/edgar/data/1326801/000119312513034740/0001193125-13-034740-index.htm,2013-02-01
193,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999713000618/9999999997-13-000618-index.htm,2013-02-01
194,10-K,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000003/0001326801-13-000003-index.htm,2013-02-01
195,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312513029993/0001193125-13-029993-index.htm,2013-01-30
196,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512485803/0001193125-12-485803-index.htm,2012-11-29
197,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512439795/0001193125-12-439795-index.htm,2012-10-29
198,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000132680112000006/0001326801-12-000006-index.htm,2012-10-24
199,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512431558/0001193125-12-431558-index.htm,2012-10-23
200,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512423438/0001193125-12-423438-index.htm,2012-10-15
201,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512379221/0001193125-12-379221-index.htm,2012-09-04
202,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999712012947/9999999997-12-012947-index.htm,2012-08-27
203,10-Q,https://www.sec.gov/Archives/edgar/data/1326801/000119312512325997/0001193125-12-325997-index.htm,2012-07-31
204,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512316895/0001193125-12-316895-index.htm,2012-07-26
205,8-K,https://www.sec.gov/Archives/edgar/data/1326801/000119312512282349/0001193125-12-282349-index.htm,2012-06-25
206,S-8,https://www.sec.gov/Archives/edgar/data/1326801/000119312512241917/0001193125-12-241917-index.htm,2012-05-21
207,424B4,https://www.sec.gov/Archives/edgar/data/1326801/000119312512240111/0001193125-12-240111-index.htm,2012-05-18
208,CT ORDER,https://www.sec.gov/Archives/edgar/data/1326801/999999999712009764/9999999997-12-009764-index.htm,2012-05-18
209,EFFECT,https://www.sec.gov/Archives/edgar/data/1326801/999999999512001584/9999999995-12-001584-index.htm,2012-05-17 16:01:00
210,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512235588/0001193125-12-235588-index.htm,2012-05-16
211,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312512233888/0001193125-12-233888-index.htm,2012-05-15
212,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512232582/0001193125-12-232582-index.htm,2012-05-15
213,CERTNAS,https://www.sec.gov/Archives/edgar/data/1326801/999999999712009505/9999999997-12-009505-index.htm,2012-05-14
214,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312512231717/0001193125-12-231717-index.htm,2012-05-14
215,8-A12B,https://www.sec.gov/Archives/edgar/data/1326801/000119312512230161/0001193125-12-230161-index.htm,2012-05-14
216,FWP,https://www.sec.gov/Archives/edgar/data/1326801/000119312512222498/0001193125-12-222498-index.htm,2012-05-09
217,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512222368/0001193125-12-222368-index.htm,2012-05-09
218,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512208192/0001193125-12-208192-index.htm,2012-05-03
219,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000012022330/0000000000-12-022330-index.htm,2012-05-01
220,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312512181321/0001193125-12-181321-index.htm,2012-04-25
221,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512175673/0001193125-12-175673-index.htm,2012-04-23
222,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000012018239/0000000000-12-018239-index.htm,2012-04-10
223,CORRESP,https://www.sec.gov/Archives/edgar/data/1326801/000119312512135034/0001193125-12-135034-index.htm,2012-03-27
224,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512134663/0001193125-12-134663-index.htm,2012-03-27
225,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000012014938/0000000000-12-014938-index.htm,2012-03-23
226,UPLOAD,https://www.sec.gov/Archives/edgar/data/1326801/000000000012014780/0000000000-12-014780-index.htm,2012-03-22
227,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512101422/0001193125-12-101422-index.htm,2012-03-07
228,S-1/A,https://www.sec.gov/Archives/edgar/data/1326801/000119312512046715/0001193125-12-046715-index.htm,2012-02-08
229,S-1,https://www.sec.gov/Archives/edgar/data/1326801/000119312512034517/0001193125-12-034517-index.htm,2012-02-01
230,NO ACT,https://www.sec.gov/Archives/edgar/data/1326801/999999999708043090/9999999997-08-043090-index.htm,2008-10-14
